Date,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
12/8/2023,5,97,No,8,2,83
11/29/2023,7,80,No,9,6,74
6/24/2023,9,85,No,9,2,85
7/25/2023,2,84,No,6,8,61
6/22/2023,4,99,No,9,3,85
3/6/2023,7,65,Yes,5,1,58
1/24/2023,1,77,No,7,5,52
7/10/2023,2,90,No,7,8,69
1/5/2023,9,75,Yes,7,9,78
3/21/2023,7,91,Yes,4,9,82
7/19/2023,7,56,No,9,1,47
12/3/2023,6,90,No,6,3,79
5/25/2023,3,42,No,9,4,21
1/7/2023,3,53,Yes,6,8,33
5/17/2023,2,88,Yes,9,6,65
12/27/2023,6,52,No,4,4,35
12/22/2023,4,80,No,5,5,63
12/6/2023,5,66,Yes,7,8,50
7/1/2023,3,40,Yes,7,3,18
11/15/2023,6,96,Yes,9,1,88
5/10/2023,3,56,Yes,4,4,35
10/24/2023,8,87,No,7,6,82
12/7/2023,9,89,Yes,9,3,87
7/27/2023,4,73,Yes,8,0,59
4/3/2023,9,53,No,9,7,56
9/17/2023,7,93,Yes,6,4,86
8/29/2023,3,94,No,7,9,70
7/31/2023,7,98,Yes,7,1,90
10/26/2023,1,56,No,8,2,28
8/30/2023,3,42,Yes,5,9,21
2/6/2023,6,73,No,9,9,64
3/4/2023,4,79,No,5,4,61
9/19/2023,7,64,Yes,9,3,54
9/28/2023,3,41,No,8,8,20
7/5/2023,1,73,No,5,8,49
12/16/2023,9,65,Yes,4,7,65
8/23/2023,6,70,No,8,1,61
5/4/2023,8,48,No,9,4,40
10/23/2023,3,69,Yes,6,7,49
7/19/2023,8,59,Yes,6,7,52
9/27/2023,2,60,No,6,6,38
9/25/2023,4,68,No,9,3,51
11/13/2023,3,98,No,7,2,76
10/29/2023,1,64,No,8,7,42
9/19/2023,7,77,No,8,7,68
2/20/2023,2,97,Yes,5,9,77
12/6/2023,4,83,No,8,4,65
6/4/2023,9,64,Yes,8,2,63
9/30/2023,6,48,Yes,5,4,35
10/16/2023,8,78,Yes,8,3,71
5/8/2023,2,83,Yes,8,7,64
7/16/2023,7,65,No,4,1,53
3/5/2023,6,96,No,9,7,87
8/20/2023,9,76,No,5,9,71
7/4/2023,7,55,Yes,4,5,43
6/9/2023,1,76,Yes,7,3,54
11/12/2023,8,51,No,5,2,44
9/24/2023,3,63,Yes,9,9,45
10/23/2023,2,65,No,8,4,42
6/9/2023,3,59,Yes,8,5,38
6/18/2023,6,48,Yes,4,0,36
2/22/2023,3,62,Yes,4,0,43
6/4/2023,5,78,Yes,7,9,67
10/21/2023,6,68,Yes,7,2,58
7/17/2023,8,70,Yes,9,1,64
5/18/2023,7,58,Yes,8,0,51
8/9/2023,8,59,No,6,7,57
5/19/2023,3,62,No,7,0,40
9/20/2023,4,82,Yes,8,9,68
2/18/2023,6,66,Yes,7,7,58
11/5/2023,7,69,No,5,4,63
2/27/2023,9,60,Yes,4,3,56
4/21/2023,1,83,No,8,7,60
11/20/2023,8,74,No,7,7,68
3/19/2023,8,88,No,4,7,82
11/13/2023,6,46,No,6,2,33
6/28/2023,4,61,No,7,7,47
11/12/2023,3,49,Yes,8,0,32
4/22/2023,3,62,Yes,5,3,39
12/4/2023,6,54,No,4,4,41
5/23/2023,8,69,Yes,4,5,61
5/14/2023,7,73,No,5,4,63
12/12/2023,1,52,Yes,8,4,27
9/13/2023,6,99,Yes,9,4,88
5/23/2023,7,43,Yes,6,8,35
8/1/2023,7,57,Yes,9,9,48
8/23/2023,9,95,Yes,5,9,95
8/1/2023,5,62,Yes,6,2,48
8/11/2023,1,72,Yes,8,1,45
9/12/2023,2,73,Yes,7,9,49
12/25/2023,4,73,No,7,1,57
8/18/2023,5,75,No,9,7,61
2/17/2023,9,74,Yes,8,4,75
4/10/2023,1,56,Yes,6,4,26
10/24/2023,3,67,Yes,9,5,47
9/12/2023,5,53,No,5,8,37
9/24/2023,3,73,Yes,9,6,55
10/21/2023,4,87,Yes,8,4,73
7/23/2023,3,50,No,8,4,30
6/23/2023,4,96,No,7,9,80
4/10/2023,1,52,No,5,8,24
6/14/2023,8,72,Yes,7,8,66
1/26/2023,4,96,No,6,1,77
2/12/2023,7,94,Yes,6,6,86
11/9/2023,2,41,No,4,9,13
7/12/2023,2,73,Yes,8,0,52
1/28/2023,6,92,Yes,5,3,80
5/5/2023,2,68,Yes,5,1,44
7/23/2023,6,76,No,7,9,68
7/25/2023,2,43,Yes,9,8,23
1/6/2023,4,51,Yes,9,5,36
12/25/2023,7,65,Yes,7,3,58
12/5/2023,8,97,No,9,2,91
5/9/2023,3,67,Yes,5,3,48
10/1/2023,9,42,Yes,7,1,40
12/10/2023,2,59,Yes,9,4,33
12/2/2023,8,49,Yes,4,8,46
11/17/2023,8,91,No,8,5,87
7/16/2023,4,57,Yes,4,1,39
3/3/2023,1,92,No,9,5,70
4/5/2023,1,92,No,6,8,67
9/3/2023,2,92,Yes,5,3,68
9/9/2023,9,66,No,4,0,61
1/4/2023,2,70,No,4,1,51
10/3/2023,2,66,No,7,4,43
2/28/2023,6,81,Yes,7,9,70
3/20/2023,7,40,No,7,6,34
6/3/2023,7,45,No,9,7,33
11/18/2023,9,50,Yes,6,2,46
11/19/2023,6,73,Yes,4,8,60
3/12/2023,8,78,No,8,1,73
5/16/2023,6,59,No,7,3,47
12/6/2023,2,92,No,6,3,67
6/27/2023,1,60,Yes,9,5,37
2/12/2023,5,60,No,6,9,44
3/12/2023,9,57,Yes,7,5,55
6/5/2023,8,60,No,5,2,52
12/9/2023,4,58,No,4,8,42
6/16/2023,5,43,Yes,7,4,28
10/7/2023,5,52,No,8,1,31
7/6/2023,6,57,Yes,4,5,42
11/12/2023,3,91,No,6,2,71
5/11/2023,5,68,Yes,8,7,54
1/22/2023,2,64,Yes,4,2,42
1/8/2023,1,95,No,8,4,68
12/17/2023,1,52,Yes,6,3,27
4/24/2023,7,66,No,7,3,59
8/23/2023,2,99,Yes,8,1,77
11/2/2023,4,58,Yes,7,7,43
12/9/2023,5,88,Yes,6,2,73
6/11/2023,7,40,No,6,3,31
3/5/2023,2,77,Yes,8,5,55
3/31/2023,6,58,Yes,8,8,49
4/1/2023,1,91,Yes,6,3,65
11/16/2023,7,40,No,8,2,30
9/22/2023,9,79,No,8,4,75
3/29/2023,5,56,Yes,8,8,43
3/7/2023,5,60,Yes,9,0,49
7/19/2023,4,61,No,8,4,44
10/19/2023,3,54,Yes,4,3,35
10/18/2023,9,89,Yes,6,4,88
12/19/2023,5,78,Yes,6,6,65
10/18/2023,8,87,Yes,5,6,82
12/2/2023,9,78,Yes,7,6,76
5/7/2023,5,71,Yes,5,0,54
6/4/2023,9,88,No,8,8,90
2/1/2023,2,43,Yes,8,6,23
5/11/2023,9,83,Yes,4,3,79
2/13/2023,4,84,No,4,3,65
8/2/2023,6,71,No,4,1,59
12/4/2023,6,43,No,4,5,28
7/9/2023,6,92,No,4,9,79
5/6/2023,2,40,Yes,4,2,11
3/23/2023,7,72,No,4,0,61
4/23/2023,6,46,Yes,4,4,36
2/28/2023,1,48,No,9,5,22
3/9/2023,2,40,No,4,4,20
2/20/2023,7,55,No,6,4,45
10/15/2023,1,57,Yes,4,9,32
1/17/2023,1,93,No,7,7,68
8/10/2023,1,86,No,4,9,55
3/28/2023,8,45,No,9,0,38
11/9/2023,4,41,Yes,8,7,23
4/26/2023,4,48,Yes,9,6,33
8/29/2023,2,43,No,9,0,22
10/20/2023,1,84,Yes,8,8,60
9/27/2023,9,62,No,4,3,58
11/29/2023,7,93,Yes,4,6,84
10/19/2023,4,82,No,8,2,67
10/21/2023,6,84,Yes,7,7,79
11/18/2023,2,82,No,5,3,61
3/26/2023,7,90,Yes,6,1,80
4/3/2023,2,47,Yes,8,1,27
5/8/2023,8,78,No,4,7,72
11/16/2023,8,64,No,6,7,61
9/1/2023,1,55,Yes,4,0,25
5/18/2023,8,74,No,5,5,67
3/1/2023,2,56,No,5,8,33
2/16/2023,6,57,No,8,8,46
12/25/2023,1,99,No,6,1,73
6/8/2023,5,66,Yes,9,7,54
8/30/2023,7,54,No,6,7,44
9/3/2023,1,99,Yes,9,3,74
8/9/2023,2,56,Yes,5,3,31
3/2/2023,7,82,No,4,4,73
2/16/2023,6,44,No,9,9,34
9/3/2023,3,55,Yes,9,6,36
12/8/2023,2,54,No,8,0,27
9/30/2023,4,81,No,7,8,66
6/12/2023,3,85,Yes,5,2,66
7/6/2023,7,73,Yes,9,3,64
9/2/2023,8,87,Yes,5,6,82
8/9/2023,2,58,No,8,4,34
1/13/2023,7,47,No,4,4,38
1/31/2023,8,86,Yes,6,0,79
1/5/2023,6,49,Yes,5,1,35
10/14/2023,6,44,No,8,4,33
11/20/2023,1,91,No,8,1,65
10/25/2023,4,87,No,8,0,69
4/5/2023,1,92,Yes,6,9,66
7/18/2023,4,65,No,5,2,45
4/6/2023,2,61,No,9,0,37
5/16/2023,5,83,Yes,8,9,71
6/12/2023,9,62,No,6,7,59
1/23/2023,3,52,Yes,4,7,32
2/9/2023,8,48,No,7,7,40
11/1/2023,3,88,Yes,5,6,73
1/7/2023,6,59,Yes,6,6,48
6/15/2023,4,67,Yes,7,1,52
5/16/2023,8,83,No,7,8,79
4/5/2023,6,96,No,6,6,85
4/1/2023,8,76,No,9,4,72
6/9/2023,1,63,No,9,3,39
7/21/2023,6,83,Yes,6,7,72
4/4/2023,1,72,No,6,4,51
11/16/2023,1,59,No,8,5,36
1/11/2023,8,99,Yes,4,3,89
1/12/2023,7,87,Yes,9,1,82
3/4/2023,3,69,Yes,8,6,51
4/24/2023,6,83,Yes,7,1,75
4/20/2023,9,48,No,7,6,44
6/18/2023,7,84,Yes,7,6,72
9/14/2023,3,88,No,6,0,66
7/25/2023,6,56,No,5,9,41
11/18/2023,4,75,Yes,8,9,59
4/12/2023,3,53,Yes,5,2,31
6/30/2023,9,58,Yes,4,2,54
8/27/2023,2,46,Yes,4,5,23
3/3/2023,1,98,Yes,8,2,75
9/13/2023,2,42,No,7,8,21
11/1/2023,7,72,Yes,9,4,69
3/11/2023,1,83,No,4,5,56
3/5/2023,6,71,Yes,5,5,60
3/28/2023,7,86,No,5,7,79
6/13/2023,9,50,No,9,9,47
3/11/2023,8,81,No,6,2,72
4/18/2023,6,41,Yes,7,8,31
4/18/2023,3,65,Yes,6,6,45
1/7/2023,8,43,Yes,8,5,40
2/8/2023,7,56,No,4,0,46
3/31/2023,3,56,No,9,3,38
5/27/2023,9,67,Yes,9,4,64
12/21/2023,2,69,Yes,9,1,46
5/15/2023,3,79,No,6,0,58
1/27/2023,2,62,No,6,1,37
1/17/2023,1,85,Yes,8,7,62
7/9/2023,4,63,Yes,5,9,49
5/13/2023,5,68,Yes,5,5,53
4/6/2023,6,43,No,8,9,30
12/9/2023,5,77,No,9,1,59
11/7/2023,1,68,Yes,5,8,40
9/12/2023,3,58,Yes,8,7,37
6/30/2023,1,66,Yes,5,3,41
5/20/2023,5,68,Yes,8,9,56
3/2/2023,5,95,Yes,5,6,81
9/13/2023,6,75,No,9,2,66
9/16/2023,8,74,Yes,6,5,71
11/16/2023,1,91,No,6,2,64
9/26/2023,4,45,No,9,9,31
3/27/2023,1,98,No,5,2,72
10/4/2023,9,62,No,9,8,57
2/10/2023,7,78,No,8,5,67
6/23/2023,7,85,No,6,7,76
1/31/2023,5,83,No,4,3,68
7/11/2023,7,87,No,5,3,78
12/27/2023,2,91,Yes,4,7,68
10/11/2023,4,47,Yes,4,6,25
4/16/2023,7,94,Yes,7,4,86
8/13/2023,3,41,Yes,4,1,15
7/23/2023,2,52,Yes,4,5,28
1/9/2023,2,79,No,9,0,58
7/4/2023,1,96,No,7,6,72
5/26/2023,5,60,No,7,8,45
7/30/2023,6,70,No,7,4,59
3/3/2023,6,91,No,8,4,78
2/28/2023,9,87,Yes,7,6,84
12/8/2023,4,75,Yes,9,4,56
11/30/2023,1,87,No,8,9,62
9/6/2023,6,91,Yes,5,3,78
5/8/2023,5,77,Yes,8,0,62
3/18/2023,6,66,Yes,5,5,54
11/21/2023,3,75,Yes,7,8,57
6/17/2023,2,87,Yes,7,3,61
1/31/2023,6,62,No,5,9,49
2/23/2023,1,94,Yes,6,3,71
5/12/2023,7,60,Yes,9,4,55
9/1/2023,7,52,No,8,5,44
8/27/2023,7,76,No,9,2,68
1/30/2023,1,86,No,9,8,60
12/26/2023,4,65,No,4,0,45
3/17/2023,7,79,No,7,5,72
5/9/2023,9,46,No,8,5,41
4/26/2023,5,85,No,9,7,73
11/15/2023,2,78,No,8,4,57
3/18/2023,7,61,Yes,9,8,55
10/12/2023,1,78,No,7,8,53
11/12/2023,7,62,No,9,1,53
11/23/2023,6,97,Yes,5,4,87
10/4/2023,7,69,No,7,6,61
3/11/2023,3,57,No,8,1,38
12/29/2023,3,81,No,6,6,60
7/20/2023,7,57,No,9,8,49
8/25/2023,2,85,Yes,5,7,64
3/19/2023,1,49,Yes,7,9,23
11/19/2023,9,78,No,4,8,72
11/5/2023,9,69,Yes,7,3,71
8/23/2023,7,65,Yes,8,7,59
7/15/2023,7,46,Yes,8,8,38
12/15/2023,3,46,Yes,4,9,24
3/16/2023,2,44,Yes,5,1,18
5/16/2023,7,40,Yes,8,9,33
12/7/2023,9,85,No,5,2,81
3/31/2023,1,57,No,5,0,30
7/6/2023,4,52,Yes,7,0,32
11/2/2023,6,64,Yes,5,9,50
8/4/2023,7,79,Yes,9,5,73
2/4/2023,7,47,No,8,0,38
3/13/2023,2,49,No,8,4,28
1/4/2023,4,71,No,6,5,57
7/30/2023,5,56,No,5,8,41
10/27/2023,1,77,No,6,5,52
9/8/2023,1,54,No,7,3,26
6/22/2023,3,54,Yes,6,0,28
5/5/2023,3,96,No,5,5,74
7/21/2023,8,87,No,8,6,81
6/9/2023,9,79,No,7,4,81
3/4/2023,1,90,Yes,5,5,61
5/7/2023,2,59,No,7,9,38
11/6/2023,2,54,Yes,4,7,29
1/20/2023,4,74,Yes,5,0,57
2/4/2023,2,45,No,4,7,21
6/22/2023,7,69,No,6,1,57
6/16/2023,9,96,No,5,1,94
12/9/2023,7,47,Yes,4,7,39
6/5/2023,6,70,No,9,1,59
7/13/2023,1,87,Yes,8,7,64
8/28/2023,9,86,Yes,6,4,83
1/26/2023,5,71,No,5,8,53
10/15/2023,5,84,No,5,8,70
6/8/2023,6,97,No,8,7,92
3/22/2023,9,91,Yes,8,8,92
9/13/2023,8,54,No,4,6,47
8/2/2023,8,57,Yes,4,7,51
11/29/2023,8,52,No,4,5,45
4/10/2023,1,63,Yes,7,8,34
11/22/2023,1,79,No,6,1,50
1/27/2023,8,53,No,5,2,45
1/13/2023,5,67,Yes,6,1,54
10/12/2023,9,50,Yes,8,5,52
3/17/2023,2,45,No,9,2,20
4/29/2023,9,95,Yes,6,0,93
11/9/2023,8,64,Yes,6,3,53
12/22/2023,9,40,Yes,4,4,35
3/10/2023,4,64,Yes,8,3,48
6/24/2023,1,41,No,6,5,18
3/19/2023,1,71,Yes,5,2,43
3/9/2023,5,52,No,4,9,36
7/14/2023,2,72,No,6,5,51
3/1/2023,8,71,No,8,9,65
5/17/2023,5,95,Yes,9,0,81
7/27/2023,5,63,No,5,5,45
11/30/2023,2,66,No,9,7,46
2/1/2023,7,43,No,8,9,32
5/31/2023,8,63,No,8,7,60
9/5/2023,1,62,No,8,0,33
12/14/2023,2,68,Yes,9,6,45
10/15/2023,4,73,No,7,9,54
10/6/2023,5,60,Yes,5,9,46
10/9/2023,2,69,No,8,3,49
4/17/2023,1,65,No,7,5,38
6/24/2023,9,59,Yes,4,5,53
12/21/2023,1,55,Yes,7,4,30
8/24/2023,4,42,No,4,9,24
6/10/2023,2,88,No,9,8,69
7/20/2023,4,76,No,7,9,57
5/31/2023,8,97,No,9,7,94
7/25/2023,8,79,No,8,5,77
2/1/2023,9,83,Yes,7,3,79
11/3/2023,5,64,No,7,3,50
4/16/2023,7,62,No,8,8,52
6/20/2023,3,83,Yes,4,3,64
12/29/2023,4,98,Yes,8,6,86
4/4/2023,9,40,No,5,5,33
5/20/2023,1,72,Yes,7,1,47
11/25/2023,2,54,Yes,5,4,31
9/11/2023,5,56,Yes,8,2,42
3/24/2023,3,73,No,9,8,54
11/23/2023,2,56,No,8,9,33
8/25/2023,1,91,No,6,0,61
7/10/2023,3,97,Yes,5,9,78
4/24/2023,1,80,No,6,3,55
4/26/2023,1,83,No,5,3,59
7/31/2023,1,43,Yes,9,8,20
5/26/2023,8,52,No,6,0,43
7/17/2023,3,43,Yes,6,1,19
11/30/2023,1,46,Yes,5,0,17
6/17/2023,7,85,Yes,8,0,73
7/25/2023,3,98,Yes,4,0,72
2/10/2023,8,48,No,8,2,39
3/18/2023,4,62,No,4,3,44
6/17/2023,4,72,No,5,9,52
4/5/2023,5,72,Yes,7,1,58
1/7/2023,6,59,No,8,0,45
1/4/2023,7,43,No,6,4,36
3/29/2023,4,40,Yes,8,5,22
5/22/2023,8,93,Yes,5,1,86
10/10/2023,6,81,No,7,2,68
11/18/2023,1,73,Yes,7,9,47
9/24/2023,1,66,No,8,2,40
8/9/2023,9,60,Yes,8,1,58
2/22/2023,6,63,Yes,9,3,53
11/20/2023,8,54,No,8,4,46
7/4/2023,7,74,Yes,5,7,66
8/16/2023,6,64,Yes,4,5,49
9/24/2023,4,94,Yes,9,8,77
2/28/2023,7,48,No,4,2,36
3/17/2023,9,56,No,6,9,55
9/16/2023,7,60,No,5,8,49
3/6/2023,1,99,Yes,9,3,76
11/18/2023,9,52,Yes,7,7,45
3/11/2023,4,42,Yes,9,9,28
7/26/2023,3,43,Yes,6,6,25
6/30/2023,4,43,No,7,6,27
8/25/2023,4,82,No,9,8,67
9/28/2023,2,67,Yes,7,9,44
8/9/2023,1,46,No,8,1,18
3/11/2023,1,65,No,7,4,37
10/7/2023,8,50,No,9,2,43
11/10/2023,2,63,Yes,7,6,43
3/24/2023,5,82,No,5,2,66
1/15/2023,4,49,No,8,4,34
3/7/2023,8,76,No,8,4,77
11/23/2023,2,52,No,6,1,31
6/26/2023,9,83,No,8,0,80
3/8/2023,7,81,Yes,4,5,71
5/5/2023,7,78,No,5,0,69
6/18/2023,1,58,No,6,8,34
6/18/2023,2,90,Yes,4,9,69
8/10/2023,4,58,No,7,4,44
5/4/2023,4,51,Yes,4,0,30
11/2/2023,3,91,Yes,6,7,73
10/17/2023,7,61,Yes,8,0,52
2/7/2023,8,86,Yes,5,3,81
7/23/2023,2,76,No,6,6,52
9/17/2023,4,95,No,4,3,77
2/7/2023,3,69,Yes,4,4,44
5/4/2023,2,85,No,6,6,62
3/13/2023,6,51,Yes,9,3,44
4/6/2023,4,68,No,9,4,51
6/2/2023,6,60,No,6,6,48
12/23/2023,2,50,Yes,9,0,30
4/14/2023,4,99,No,6,2,82
7/24/2023,6,76,Yes,8,0,61
8/31/2023,5,87,No,6,2,72
9/26/2023,3,97,No,7,1,78
7/1/2023,8,57,No,5,4,53
3/13/2023,7,83,Yes,5,9,78
5/16/2023,3,98,Yes,7,4,79
11/29/2023,6,66,Yes,4,9,56
12/19/2023,4,76,No,4,8,58
2/1/2023,5,87,Yes,4,7,72
3/29/2023,5,51,Yes,4,2,37
10/9/2023,7,62,Yes,8,0,56
11/4/2023,5,73,No,7,4,59
9/16/2023,3,77,No,5,2,54
6/27/2023,5,62,No,7,4,47
7/9/2023,7,92,No,5,8,84
2/6/2023,5,64,Yes,4,0,50
1/25/2023,5,43,No,8,0,27
3/14/2023,9,69,Yes,6,8,67
9/7/2023,3,69,No,6,2,48
4/21/2023,6,52,Yes,9,9,42
10/5/2023,1,81,Yes,4,4,55
1/4/2023,5,88,No,4,8,73
5/24/2023,8,53,Yes,7,4,46
4/12/2023,5,95,Yes,8,2,81
4/6/2023,9,86,Yes,8,8,82
8/25/2023,6,47,Yes,7,6,35
6/17/2023,8,94,No,8,6,92
4/4/2023,8,63,No,8,7,59
10/21/2023,3,57,Yes,6,4,35
4/26/2023,7,74,No,8,1,65
5/10/2023,7,64,Yes,4,8,53
1/8/2023,6,56,Yes,6,2,45
8/4/2023,7,71,No,4,1,61
11/30/2023,2,95,Yes,4,9,74
2/2/2023,9,63,No,7,9,60
9/17/2023,1,46,Yes,9,4,23
9/14/2023,1,52,No,8,7,25
10/21/2023,3,66,No,8,2,45
5/7/2023,3,87,Yes,8,5,68
3/19/2023,1,44,No,8,8,21
11/6/2023,7,75,Yes,6,1,65
5/16/2023,4,65,No,5,7,45
6/29/2023,2,81,Yes,4,9,58
6/19/2023,5,84,No,9,6,76
6/28/2023,6,70,No,9,2,57
11/28/2023,9,49,No,5,0,46
12/25/2023,4,85,Yes,5,5,68
8/26/2023,2,65,No,5,1,40
2/17/2023,5,61,Yes,6,2,45
5/12/2023,3,51,No,5,4,31
6/22/2023,2,71,No,6,7,50
3/22/2023,1,66,Yes,7,1,43
6/5/2023,2,72,No,7,5,50
11/24/2023,6,92,Yes,9,0,80
10/15/2023,8,91,Yes,7,6,90
1/12/2023,3,59,Yes,6,3,38
10/25/2023,9,78,Yes,6,0,73
12/30/2023,9,80,Yes,4,8,78
12/12/2023,2,79,No,5,8,54
4/11/2023,8,98,Yes,8,2,92
4/12/2023,5,52,No,8,5,39
11/14/2023,4,53,Yes,5,6,41
12/16/2023,5,83,Yes,8,3,71
2/2/2023,4,79,No,8,5,65
10/10/2023,8,92,No,8,8,87
2/2/2023,4,61,Yes,9,9,47
8/1/2023,6,57,Yes,6,5,42
9/6/2023,2,87,No,6,6,62
9/28/2023,5,68,No,6,5,54
10/11/2023,6,82,Yes,5,6,71
1/4/2023,5,55,Yes,7,0,42
5/13/2023,2,85,Yes,9,5,64
12/25/2023,7,74,No,9,8,70
6/18/2023,4,92,Yes,8,2,77
5/16/2023,8,73,No,4,5,62
1/11/2023,7,42,No,6,3,28
5/27/2023,7,43,Yes,9,6,36
1/28/2023,9,93,Yes,9,6,92
10/17/2023,1,44,No,4,8,18
10/28/2023,6,49,Yes,8,3,37
11/16/2023,6,91,Yes,9,7,81
12/18/2023,6,68,No,9,7,57
1/2/2023,6,71,Yes,7,7,61
12/9/2023,7,70,No,4,7,62
7/23/2023,6,41,No,8,5,27
2/21/2023,1,51,Yes,8,7,26
6/3/2023,3,66,No,6,5,48
6/5/2023,2,44,No,7,9,18
3/3/2023,6,76,Yes,8,1,66
9/5/2023,8,66,No,7,2,59
2/9/2023,3,62,Yes,6,5,41
7/30/2023,8,72,No,4,6,64
8/10/2023,8,43,No,9,3,40
8/16/2023,5,98,No,9,0,84
1/30/2023,8,60,No,5,3,51
10/2/2023,6,63,No,5,5,49
7/4/2023,5,83,No,5,7,67
8/7/2023,9,70,No,9,3,70
1/11/2023,7,83,Yes,7,9,75
12/12/2023,8,87,No,5,0,80
3/12/2023,1,63,Yes,4,4,35
6/30/2023,2,88,No,8,6,65
7/15/2023,8,92,No,7,5,86
11/29/2023,9,49,Yes,9,2,45
4/7/2023,4,88,Yes,4,6,69
1/25/2023,9,88,Yes,9,3,86
7/9/2023,4,89,No,7,4,75
5/12/2023,9,41,Yes,7,6,39
9/3/2023,7,70,No,7,1,59
9/22/2023,2,64,No,6,3,42
3/28/2023,9,43,Yes,8,3,42
1/24/2023,4,90,No,5,5,70
10/2/2023,8,50,Yes,6,6,48
1/22/2023,7,56,Yes,8,3,49
7/13/2023,7,83,Yes,9,9,78
10/27/2023,8,41,Yes,5,0,34
11/15/2023,1,45,No,6,0,18
8/8/2023,5,48,No,6,4,33
10/16/2023,2,44,Yes,4,0,20
9/30/2023,2,59,Yes,6,2,35
2/2/2023,1,68,No,7,8,46
11/25/2023,5,60,No,9,2,42
12/31/2023,2,48,Yes,6,2,23
11/16/2023,4,67,No,7,8,51
4/17/2023,3,94,No,8,4,75
11/12/2023,3,47,No,8,7,27
1/14/2023,2,70,No,7,9,48
3/4/2023,6,59,Yes,4,8,45
7/17/2023,2,66,No,4,5,40
7/16/2023,8,47,Yes,8,6,42
6/11/2023,8,93,Yes,9,6,90
3/3/2023,5,60,Yes,6,6,45
6/4/2023,7,67,No,8,3,55
8/24/2023,4,62,No,8,1,45
6/6/2023,1,45,Yes,7,1,20
11/23/2023,2,42,No,4,6,15
1/4/2023,4,44,Yes,9,9,28
8/2/2023,1,48,Yes,7,6,25
9/9/2023,8,46,No,8,9,39
11/8/2023,9,99,No,5,6,96
8/17/2023,4,43,No,6,7,24
5/6/2023,3,78,Yes,8,2,63
3/4/2023,2,44,Yes,7,4,19
12/10/2023,5,50,No,5,5,31
5/26/2023,3,54,Yes,5,7,35
11/8/2023,7,73,Yes,8,7,65
2/27/2023,6,52,Yes,9,9,41
6/12/2023,1,93,No,4,2,65
10/31/2023,8,87,No,5,3,83
1/18/2023,2,46,No,6,5,22
9/5/2023,5,79,Yes,7,3,68
1/30/2023,9,45,No,7,9,40
4/16/2023,8,95,Yes,7,3,92
5/28/2023,2,78,Yes,8,4,54
10/24/2023,9,89,Yes,7,9,90
8/7/2023,5,69,No,7,6,57
8/20/2023,6,61,Yes,6,1,47
9/13/2023,3,64,No,4,1,43
9/28/2023,3,67,Yes,9,9,50
1/7/2023,8,93,No,8,8,91
10/20/2023,2,59,No,8,3,34
11/20/2023,2,78,No,7,4,54
3/12/2023,5,42,No,6,2,26
6/30/2023,6,44,No,5,1,34
3/12/2023,2,40,No,7,9,18
4/7/2023,5,54,No,7,7,38
12/6/2023,7,65,No,8,3,57
8/1/2023,8,42,Yes,8,0,34
6/6/2023,7,79,Yes,7,5,68
3/22/2023,8,96,Yes,8,5,92
7/11/2023,9,80,Yes,6,1,77
12/10/2023,5,86,Yes,5,1,71
6/27/2023,5,81,No,5,7,67
5/19/2023,4,73,No,5,6,59
2/12/2023,9,91,No,7,1,91
2/1/2023,5,44,No,9,9,29
10/31/2023,2,70,No,7,0,48
12/31/2023,8,90,Yes,7,7,90
4/17/2023,7,52,Yes,6,9,48
5/15/2023,8,82,No,5,1,77
1/7/2023,3,40,Yes,8,4,20
8/11/2023,4,61,Yes,8,5,42
5/2/2023,5,54,No,4,9,37
4/3/2023,6,65,No,4,0,52
7/17/2023,1,57,Yes,9,1,33
1/28/2023,4,87,Yes,8,9,72
1/27/2023,5,48,No,5,3,34
7/5/2023,7,40,Yes,7,1,33
5/14/2023,5,82,No,8,5,71
1/28/2023,1,48,Yes,9,3,25
4/11/2023,7,62,Yes,9,2,55
10/9/2023,8,82,No,8,5,76
3/26/2023,7,84,Yes,4,8,76
7/20/2023,4,97,No,5,7,81
11/26/2023,8,41,Yes,8,1,35
1/31/2023,5,53,Yes,7,2,35
8/8/2023,9,77,No,7,1,74
12/31/2023,5,79,Yes,6,9,66
1/7/2023,1,57,No,7,6,31
8/24/2023,9,55,No,8,8,54
12/17/2023,5,92,Yes,8,0,79
1/18/2023,6,68,No,7,2,58
8/16/2023,4,83,No,4,5,66
11/23/2023,6,50,No,5,3,36
7/16/2023,8,45,Yes,9,9,44
1/6/2023,3,42,No,8,9,26
12/19/2023,5,53,No,7,0,37
1/30/2023,2,99,Yes,9,8,82
10/30/2023,2,41,No,7,6,18
3/26/2023,7,71,No,8,6,66
12/30/2023,6,70,No,6,0,60
1/28/2023,4,50,Yes,5,8,32
6/15/2023,5,61,Yes,8,7,51
4/24/2023,1,42,Yes,9,9,18
7/8/2023,7,89,Yes,7,4,82
6/1/2023,8,70,Yes,6,3,66
11/5/2023,9,72,Yes,8,0,69
7/2/2023,8,63,No,5,8,59
12/16/2023,5,40,Yes,6,7,26
9/20/2023,3,83,Yes,9,1,63
2/21/2023,9,54,Yes,7,3,52
10/24/2023,6,76,Yes,4,3,66
4/21/2023,5,66,No,5,6,51
11/15/2023,3,77,No,6,2,54
1/28/2023,6,87,Yes,8,7,77
3/19/2023,3,66,No,8,6,45
